6.643351547751275010e-02 1.966347062461362982e-01 4.904530377077214731e-01 1.119300368846600557e+00 1.881985599195635572e+00 2.632292245856703072e+00
5.259464275107945952e-02 2.131709392314506957e-01 5.132144388064227014e-01 1.049431658523991562e+00 1.788466559581692872e+00 2.096320040716602051e+00
3.939938905188614116e-02 1.708714811600240968e-01 4.281909392073504628e-01 9.381965670688005021e-01 1.592395374216988513e+00 2.228798964548179828e+00
1.228898856201013079e-01 4.732016245534627075e-01 1.372380297550759964e+00 2.880996785553391337e+00 4.856332277584094470e+00 4.494735812311142276e+00
5.007127506914543086e-02 1.737096969721199924e-01 4.968943532651916017e-01 1.160118183778583889e+00 1.848934667018674372e+00 1.733021969173436316e+00
1.409340362337448138e-01 4.360792301959721673e-01 1.281602180713769412e+00 2.675010209131704286e+00 4.189994118400867329e+00 5.430477242379581959e+00
5.492636438351432282e-02 2.011061603187727642e-01 6.235950441460637039e-01 1.266668407765678239e+00 2.125592218908967990e+00 2.427666299978688436e+00
6.690813670444678563e-02 1.831613660435578717e-01 3.679100836090931637e-01 7.862779212753794322e-01 1.332667812644698468e+00 2.321781308712095093e+00
7.265117833932303870e-02 3.625435906743698644e-01 1.256902934581832554e+00 2.836392506170386962e+00 4.831155577473691842e+00 4.527301614207540403e+00
6.039008151654836482e-02 1.892414902442599856e-01 4.045476276999510623e-01 9.361126289652256238e-01 1.413340267989698251e+00 2.270645010469074077e+00
6.984773868684966691e-02 2.179809200858249807e-01 5.635362221177473430e-01 1.248447504759256033e+00 2.101917680105771513e+00 1.712006093439619958e+00
4.892597966488514138e-02 1.428107461089688224e-01 3.684412130863700119e-01 7.415096970614170058e-01 1.129889387353394614e+00 1.814668356127644211e+00
3.262287310733242435e-02 1.170124205292231850e-01 2.780443794406974312e-01 5.881444714323446066e-01 1.151356319544477147e+00 1.517495844287074735e+00
5.874558323006315308e-02 2.093795760004349138e-01 5.155388213744440673e-01 1.104348390762671439e+00 1.933547602920525410e+00 3.058503971584972447e+00
6.509734537717798419e-02 3.118421941849199297e-01 1.084734510800594132e+00 2.986418914390400303e+00 5.479853090176016295e+00 4.937520339983766604e+00
6.742058341412300593e-02 2.865192765283664511e-01 8.883407610059064208e-01 1.845249021301578640e+00 3.519791606325707090e+00 4.571761926680380839e+00
5.694589063722429317e-02 1.893262492264861652e-01 4.689549530405162092e-01 1.030306919250162823e+00 2.066473624435260170e+00 3.445442315199357175e+00
6.826777137094608428e-02 2.369651976252195313e-01 7.572256111527587707e-01 1.855277141145541986e+00 2.868088443902512719e+00 2.659727347494755811e+00
3.801406921080979079e-02 1.548574454156580182e-01 4.010651479629548932e-01 8.422000182256619283e-01 1.381450278398316023e+00 1.745579758908256007e+00
9.967035623158247704e-02 2.771728941374642097e-01 7.626623416609956685e-01 1.602286625518903440e+00 2.610794216078839991e+00 3.973938691810805501e+00
7.906959213763468941e-02 2.909659210273450314e-01 8.473082735831861667e-01 1.628862169004223981e+00 2.994773001419502645e+00 3.066121989675684389e+00
7.506639621639896176e-02 2.059561136733006892e-01 4.551706812102570554e-01 1.054396945441366196e+00 1.918691165718433123e+00 2.334495252712219138e+00
5.328064348595091398e-02 1.737396904742397885e-01 4.075272012994380910e-01 8.430833244301013663e-01 1.366902339487313434e+00 1.898866039164810227e+00
5.898997697008468571e-02 1.995538349487117058e-01 4.673398899218951241e-01 8.905487428462470767e-01 1.567609554326184540e+00 1.791230819456650636e+00
6.165600416045355359e-02 2.205203952496647690e-01 5.524309036380530280e-01 1.061024961882265805e+00 1.744815318534133519e+00 2.767388848171439264e+00
6.033629070925922155e-02 2.044338941223994288e-01 5.294235162583291743e-01 1.156755025917495239e+00 2.036530603667991102e+00 3.054838802003119635e+00
7.323761729345840132e-02 2.220986940962820233e-01 5.726377637713253588e-01 1.283666823030149118e+00 1.970016379232653048e+00 2.274621115218296907e+00
4.796982807560142698e-02 1.582104295649559011e-01 3.911373036805803616e-01 8.533751759004758464e-01 1.632947901648592381e+00 2.102578699749694913e+00
6.443127041471360950e-02 2.276608041038837293e-01 6.609589920310556810e-01 1.531580334065151927e+00 2.455661647927595226e+00 2.944522714064737645e+00
3.459375746462409890e-02 1.187293414923074886e-01 2.629215125163535394e-01 5.328882306624449505e-01 9.546141423584413310e-01 1.203379111410070923e+00
3.570254642744213197e-02 1.176170011646526653e-01 2.676697398841447195e-01 5.354832302111327547e-01 9.451698070545438979e-01 1.195941736642285758e+00
3.497395826877195552e-02 1.181423875326716860e-01 2.663730815564473442e-01 5.364404357721839212e-01 9.443271734549210095e-01 1.208664536987310356e+00
