9.727423515087350175e-03 3.601947740923418240e-02 5.560138789615635957e-02 5.371969974034637718e-02 7.019322810423996029e-02 7.323958333997679371e-02
2.669966071640701797e-03 2.717711519058275613e-02 2.706842065119646756e-02 4.518438736076837992e-02 8.260211870044022187e-02 3.351512628164176472e-02
1.513605690190470039e-02 3.987415154425671959e-02 2.953154139071209258e-02 4.122628816597425500e-02 5.467758365731081871e-02 5.619219983625010212e-02
1.632352474674280893e-03 2.487090553161369622e-02 4.213362547106914296e-02 4.764136741586786489e-02 4.190536591095559565e-02 6.303413600434587538e-02
1.405672628669868071e-02 3.709875647574845808e-02 5.157825370027886019e-02 6.264699096118435395e-02 6.959490473590349002e-02 6.456608158249993457e-02
6.989583900270370138e-03 3.943477084499220908e-02 3.161337057429152581e-02 4.545013002714028139e-02 7.108623507608646808e-02 6.006020074310368384e-02
3.851236462134708608e-03 2.743008310822089152e-02 2.463741630534086596e-02 3.764733510185524351e-02 5.968625906830635902e-02 5.934750344947464784e-02
2.511146007850834083e-02 3.776210918114558668e-02 4.913274522569840291e-02 6.477862807639415965e-02 6.277517865924134299e-02 7.735501237545530651e-02
1.836172467953762003e-02 3.367378591025681905e-02 5.173190557025005021e-02 5.740136481232730598e-02 6.404894091842301684e-02 6.497126843827559506e-02
1.512146334240926926e-02 4.535327734346906309e-02 5.362619681397744198e-02 5.715692115750640317e-02 6.495688691460879682e-02 5.972858306355718905e-02
